Exchange ,Scrip Code ,User ,Client ,Client Name ,Instrument Type ,Instrument Name ,Symbol ,Ser/Exp ,Strike Price ,Option Type ,Scrip Name ,Buy Qty ,Buy Lot ,Buy Weight ,Buy Val ,Buy Avg. ,Sell Qty ,Sell Lot ,Sell Weight ,Sell Val ,Sell Avg. ,Net Qty ,Net Lot ,Net Weight ,Net Val  ,Net Price ,Market Price ,MTMV Pos  ,MTM G/L  ,Product Type ,Group ,DPR Range ,Maturity Date ,Yield ,Total Value ,Total Quantity ,Total Lot ,Total Weight ,Brokerage ,Net MTM ,Net Value Post Expenses ,Option Flag ,VAR % ,VAR Amount ,SM Category ,Category ,Expense ,ExcerciseExpense ,CF Avg Price ,Actual MTM P&L ,Unsettled Quantity
NSE ,137594 ,ALL ,P422 ,PRIYAJU DHYAWALA ,Options ,OPTSTK ,ONGC ,25JUL2024 ,300.00 ,CE ,ONGC24JUL300CE ,1925 ,1 , ,37922.50 ,19.70 , , , , , ,1925 ,1 , ,-37922.50 ,19.70 ,20.15 ,38788.75 ,866.25 ,CarryForward ,HO ,9.95 - 53.15 , , ,37922.50 ,1925 ,1 , ,0.00 ,866.25 ,-37922.50 ,ITM , , , ,NORMAL , , , , ,
NSE ,137595 ,ALL ,P422 ,PRIYAJU DHYAWALA ,Options ,OPTSTK ,ONGC ,25JUL2024 ,300.00 ,PE ,ONGC24JUL300PE ,3850 ,2 , ,4427.50 ,1.15 , , , , , ,3850 ,2 , ,-4427.50 ,1.15 ,0.95 ,3657.50 ,-770.00 ,CarryForward ,HO ,0.05 - 20.65 , , ,4427.50 ,3850 ,2 , ,0.00 ,-770.00 ,-4427.50 ,OTM , , , ,NORMAL , , , , ,
NSE ,137594 ,ALL ,S1624 ,SHUBHRA JOSHI ,Options ,OPTSTK ,ONGC ,25JUL2024 ,300.00 ,CE ,ONGC24JUL300CE ,1925 ,1 , ,54092.50 ,28.10 , , , , , ,1925 ,1 , ,-54092.50 ,28.10 ,20.15 ,38788.75 ,-15303.75 ,CarryForward ,HO ,9.95 - 53.15 , , ,54092.50 ,1925 ,1 , ,0.00 ,-15303.75 ,-54092.50 ,ITM , , , ,NORMAL , , , , ,
NSE ,137594 ,ALL ,M634 ,MOHAN LAL AGARWAL HUF ,Options ,OPTSTK ,ONGC ,25JUL2024 ,300.00 ,CE ,ONGC24JUL300CE ,1925 ,1 , ,44467.50 ,23.10 , , , , , ,1925 ,1 , ,-44467.50 ,23.10 ,20.15 ,38788.75 ,-5678.75 ,CarryForward ,HO ,9.95 - 53.15 , , ,44467.50 ,1925 ,1 , ,0.00 ,-5678.75 ,-44467.50 ,ITM , , , ,NORMAL , , , , ,
NSE ,137595 ,ALL ,M634 ,MOHAN LAL AGARWAL HUF ,Options ,OPTSTK ,ONGC ,25JUL2024 ,300.00 ,PE ,ONGC24JUL300PE ,3850 ,2 , ,3850.00 ,1.00 , , , , , ,3850 ,2 , ,-3850.00 ,1.00 ,0.95 ,3657.50 ,-192.50 ,CarryForward ,HO ,0.05 - 20.65 , , ,3850.00 ,3850 ,2 , ,0.00 ,-192.50 ,-3850.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,131297 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,ONGC ,29AUG2024 ,310.00 ,PE ,ONGC24AUG310PE , , , , , ,1925 ,1 , ,19153.75 ,9.95 ,-1925 ,-1 , ,19153.75 ,9.95 ,11.70 ,-22522.50 ,-3368.75 ,CarryForward ,HO ,0.05 - 27.05 , , ,19153.75 ,1925 ,1 , ,0.00 ,-3368.75 ,19153.75 ,OTM , , , ,NORMAL , , , , ,
NSE ,131297 ,ALL ,S1624 ,SHUBHRA JOSHI ,Options ,OPTSTK ,ONGC ,29AUG2024 ,310.00 ,PE ,ONGC24AUG310PE , , , , , ,3850 ,2 , ,35708.75 ,9.28 ,-3850 ,-2 , ,35708.75 ,9.28 ,11.70 ,-45045.00 ,-9336.25 ,CarryForward ,HO ,0.05 - 27.05 , , ,35708.75 ,3850 ,2 , ,0.00 ,-9336.25 ,35708.75 ,OTM , , , ,NORMAL , , , , ,
NSE ,131297 ,ALL ,M634 ,MOHAN LAL AGARWAL HUF ,Options ,OPTSTK ,ONGC ,29AUG2024 ,310.00 ,PE ,ONGC24AUG310PE , , , , , ,1925 ,1 , ,20501.25 ,10.65 ,-1925 ,-1 , ,20501.25 ,10.65 ,11.70 ,-22522.50 ,-2021.25 ,CarryForward ,HO ,0.05 - 27.05 , , ,20501.25 ,1925 ,1 , ,0.00 ,-2021.25 ,20501.25 ,OTM , , , ,NORMAL , , , , ,
NSE ,131310 ,ALL ,S1624 ,SHUBHRA JOSHI ,Options ,OPTSTK ,ONGC ,29AUG2024 ,350.00 ,CE ,ONGC24AUG350CE , , , , , ,1925 ,1 , ,17228.75 ,8.95 ,-1925 ,-1 , ,17228.75 ,8.95 ,7.15 ,-13763.75 ,3465.00 ,CarryForward ,HO ,0.05 - 29.90 , , ,17228.75 ,1925 ,1 , ,0.00 ,3465.00 ,17228.75 ,OTM , , , ,NORMAL , , , , ,
NSE ,131310 ,ALL ,M634 ,MOHAN LAL AGARWAL HUF ,Options ,OPTSTK ,ONGC ,29AUG2024 ,350.00 ,CE ,ONGC24AUG350CE , , , , , ,1925 ,1 , ,15400.00 ,8.00 ,-1925 ,-1 , ,15400.00 ,8.00 ,7.15 ,-13763.75 ,1636.25 ,CarryForward ,HO ,0.05 - 29.90 , , ,15400.00 ,1925 ,1 , ,0.00 ,1636.25 ,15400.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,132609 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,PIDILITIND ,25JUL2024 ,3100.00 ,CE ,PIDILITIND24JUL3100CE ,250 ,1 , ,16750.00 ,67.00 , , , , , ,250 ,1 , ,-16750.00 ,67.00 ,62.15 ,15537.50 ,-1212.50 ,CarryForward ,HO ,0.05 - 208.15 , , ,16750.00 ,250 ,1 , ,0.00 ,-1212.50 ,-16750.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,132793 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,PIDILITIND ,29AUG2024 ,3200.00 ,CE ,PIDILITIND24AUG3200CE , , , , , ,250 ,1 , ,26125.00 ,104.50 ,-250 ,-1 , ,26125.00 ,104.50 ,94.85 ,-23712.50 ,2412.50 ,CarryForward ,HO ,51.55 - 192.15 , , ,26125.00 ,250 ,1 , ,0.00 ,2412.50 ,26125.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,63799 ,ALL ,M586 ,MURARI SECURITIES LTD ,Futures ,FUTSTK ,POWERGRID ,25JUL2024 , , ,POWERGRID24JULFUT ,3600 ,1 , ,1227600.00 ,341.00 ,3600 ,1 , ,1230300.00 ,341.75 , , , ,2700.00 , ,332.85 ,0.00 ,2700.00 ,CarryForward ,HO ,307.95 - 376.40 , , ,2457900.00 ,7200 ,2 , ,0.00 ,2700.00 ,2700.00 ,NA , , , ,NORMAL , , , , ,
NSE ,133773 ,ALL ,M589 ,MURLI DHAR DHYAWALA ,Options ,OPTSTK ,POWERGRID ,29AUG2024 ,300.00 ,PE ,POWERGRID24AUG300PE ,3600 ,1 , ,7200.00 ,2.00 ,3600 ,1 , ,10800.00 ,3.00 , , , ,3600.00 , ,3.10 ,0.00 ,3600.00 ,CarryForward ,HO ,0.05 - 22.10 , , ,18000.00 ,7200 ,2 , ,0.00 ,3600.00 ,3600.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,140391 ,ALL ,S1719 ,SANJAY KUMAR PACHERIWALA HUF . ,Options ,OPTSTK ,POWERGRID ,25JUL2024 ,330.00 ,PE ,POWERGRID24JUL330PE , , , , , ,3600 ,1 , ,12600.00 ,3.50 ,-3600 ,-1 , ,12600.00 ,3.50 ,4.80 ,-17280.00 ,-4680.00 ,CarryForward ,HO ,0.05 - 22.15 , , ,12600.00 ,3600 ,1 , ,0.00 ,-4680.00 ,12600.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,133820 ,ALL ,S1687 ,SANJAYKUMAR NIRMALKUMAR PACHERIWALA ,Options ,OPTSTK ,POWERGRID ,29AUG2024 ,340.00 ,PE ,POWERGRID24AUG340PE , , , , , ,3600 ,1 , ,58680.00 ,16.30 ,-3600 ,-1 , ,58680.00 ,16.30 ,18.75 ,-67500.00 ,-8820.00 ,CarryForward ,HO ,0.05 - 32.80 , , ,58680.00 ,3600 ,1 , ,0.00 ,-8820.00 ,58680.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,140398 ,ALL ,S1687 ,SANJAYKUMAR NIRMALKUMAR PACHERIWALA ,Options ,OPTSTK ,POWERGRID ,25JUL2024 ,350.00 ,CE ,POWERGRID24JUL350CE , , , , , ,3600 ,1 , ,6480.00 ,1.80 ,-3600 ,-1 , ,6480.00 ,1.80 ,1.45 ,-5220.00 ,1260.00 ,CarryForward ,HO ,0.05 - 23.00 , , ,6480.00 ,3600 ,1 , ,0.00 ,1260.00 ,6480.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,133838 ,ALL ,S1719 ,SANJAY KUMAR PACHERIWALA HUF . ,Options ,OPTSTK ,POWERGRID ,29AUG2024 ,360.00 ,CE ,POWERGRID24AUG360CE , , , , , ,3600 ,1 , ,21420.00 ,5.95 ,-3600 ,-1 , ,21420.00 ,5.95 ,5.15 ,-18540.00 ,2880.00 ,CarryForward ,HO ,0.05 - 27.20 , , ,21420.00 ,3600 ,1 , ,0.00 ,2880.00 ,21420.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,141354 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,RECLTD ,25JUL2024 ,400.00 ,CE ,RECLTD24JUL400CE ,2000 ,1 , ,400000.00 ,200.00 , , , , , ,2000 ,1 , ,-400000.00 ,200.00 ,200.00 ,400000.00 ,0.00 ,CarryForward ,HO ,150.25 - 270.95 , , ,400000.00 ,2000 ,1 , ,0.00 ,0.00 ,-400000.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,134449 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,RECLTD ,29AUG2024 ,500.00 ,CE ,RECLTD24AUG500CE , , , , , ,2000 ,1 , ,219000.00 ,109.50 ,-2000 ,-1 , ,219000.00 ,109.50 ,107.55 ,-215100.00 ,3900.00 ,CarryForward ,HO ,72.75 - 176.45 , , ,219000.00 ,2000 ,1 , ,0.00 ,3900.00 ,219000.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,134450 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,RECLTD ,29AUG2024 ,500.00 ,PE ,RECLTD24AUG500PE , , , , , ,2000 ,1 , ,12900.00 ,6.45 ,-2000 ,-1 , ,12900.00 ,6.45 ,6.30 ,-12600.00 ,300.00 ,CarryForward ,HO ,0.05 - 24.90 , , ,12900.00 ,2000 ,1 , ,0.00 ,300.00 ,12900.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,142041 ,ALL ,A936 ,ANISHA ESTATE AND FINANCE PRIVATE LTD ,Options ,OPTSTK ,RELIANCE ,25JUL2024 ,3000.00 ,PE ,RELIANCE24JUL3000PE ,500 ,2 , ,7112.50 ,14.22 , , , , , ,500 ,2 , ,-7112.50 ,14.22 ,15.50 ,7750.00 ,637.50 ,CarryForward ,HO ,0.05 - 52.60 , , ,7112.50 ,500 ,2 , ,0.00 ,637.50 ,-7112.50 ,OTM , , , ,NORMAL , , , , ,
NSE ,134620 ,ALL ,A936 ,ANISHA ESTATE AND FINANCE PRIVATE LTD ,Options ,OPTSTK ,RELIANCE ,25JUL2024 ,3300.00 ,CE ,RELIANCE24JUL3300CE ,500 ,2 , ,4400.00 ,8.80 , , , , , ,500 ,2 , ,-4400.00 ,8.80 ,7.75 ,3875.00 ,-525.00 ,CarryForward ,HO ,0.05 - 36.35 , , ,4400.00 ,500 ,2 , ,0.00 ,-525.00 ,-4400.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,142642 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,SBIN ,25JUL2024 ,800.00 ,CE ,SBIN24JUL800CE ,750 ,1 , ,66187.50 ,88.25 , , , , , ,750 ,1 , ,-66187.50 ,88.25 ,88.85 ,66637.50 ,450.00 ,CarryForward ,HO ,45.10 - 143.50 , , ,66187.50 ,750 ,1 , ,0.00 ,450.00 ,-66187.50 ,ITM , , , ,NORMAL , , , , ,
NSE ,136367 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,SBIN ,29AUG2024 ,850.00 ,CE ,SBIN24AUG850CE , , , , , ,750 ,1 , ,46687.50 ,62.25 ,-750 ,-1 , ,46687.50 ,62.25 ,63.55 ,-47662.50 ,-975.00 ,CarryForward ,HO ,30.65 - 100.95 , , ,46687.50 ,750 ,1 , ,0.00 ,-975.00 ,46687.50 ,ITM , , , ,NORMAL , , , , ,
NSE ,136368 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,SBIN ,29AUG2024 ,850.00 ,PE ,SBIN24AUG850PE , , , , , ,750 ,1 , ,13537.50 ,18.05 ,-750 ,-1 , ,13537.50 ,18.05 ,17.55 ,-13162.50 ,375.00 ,CarryForward ,HO ,0.05 - 36.25 , , ,13537.50 ,750 ,1 , ,0.00 ,375.00 ,13537.50 ,OTM , , , ,NORMAL , , , , ,
NSE ,143859 ,ALL ,S1599 ,SUDHA JOSHI ,Options ,OPTSTK ,TATACHEM ,25JUL2024 ,1060.00 ,PE ,TATACHEM24JUL1060PE ,1100 ,2 , ,28930.00 ,26.30 , , , , , ,1100 ,2 , ,-28930.00 ,26.30 ,28.95 ,31845.00 ,2915.00 ,CarryForward ,HO ,0.05 - 54.00 , , ,28930.00 ,1100 ,2 , ,0.00 ,2915.00 ,-28930.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,143872 ,ALL ,A936 ,ANISHA ESTATE AND FINANCE PRIVATE LTD ,Options ,OPTSTK ,TATACHEM ,25JUL2024 ,1200.00 ,CE ,TATACHEM24JUL1200CE ,1100 ,2 , ,1485.00 ,1.35 , , , , , ,1100 ,2 , ,-1485.00 ,1.35 ,0.95 ,1045.00 ,-440.00 ,CarryForward ,HO ,0.05 - 22.50 , , ,1485.00 ,1100 ,2 , ,0.00 ,-440.00 ,-1485.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,144344 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,TATAMOTORS ,25JUL2024 ,900.00 ,CE ,TATAMOTORS24JUL900CE ,1100 ,2 , ,116050.00 ,105.50 , , , , , ,1100 ,2 , ,-116050.00 ,105.50 ,91.65 ,100815.00 ,-15235.00 ,CarryForward ,HO ,43.95 - 182.85 , , ,116050.00 ,1100 ,2 , ,0.00 ,-15235.00 ,-116050.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,144519 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,TATAMOTORS ,29AUG2024 ,900.00 ,CE ,TATAMOTORS24AUG900CE , , , , , ,1100 ,2 , ,128672.50 ,116.97 ,-1100 ,-2 , ,128672.50 ,116.97 ,104.30 ,-114730.00 ,13942.50 ,CarryForward ,HO ,60.25 - 187.90 , , ,128672.50 ,1100 ,2 , ,0.00 ,13942.50 ,128672.50 ,ITM , , , ,NORMAL , , , , ,
NSE ,144520 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,TATAMOTORS ,29AUG2024 ,900.00 ,PE ,TATAMOTORS24AUG900PE , , , , , ,550 ,1 , ,3327.50 ,6.05 ,-550 ,-1 , ,3327.50 ,6.05 ,8.30 ,-4565.00 ,-1237.50 ,CarryForward ,HO ,0.05 - 24.60 , , ,3327.50 ,550 ,1 , ,0.00 ,-1237.50 ,3327.50 ,OTM , , , ,NORMAL , , , , ,
NSE ,144354 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,TATAMOTORS ,25JUL2024 ,1000.00 ,CE ,TATAMOTORS24JUL1000CE ,550 ,1 , ,10945.00 ,19.90 , , , , , ,550 ,1 , ,-10945.00 ,19.90 ,11.80 ,6490.00 ,-4455.00 ,CarryForward ,HO ,0.05 - 72.80 , , ,10945.00 ,550 ,1 , ,0.00 ,-4455.00 ,-10945.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,144859 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,TATAMOTORS ,29AUG2024 ,1100.00 ,CE ,TATAMOTORS24AUG1100CE , , , , , ,550 ,1 , ,8112.50 ,14.75 ,-550 ,-1 , ,8112.50 ,14.75 ,11.45 ,-6297.50 ,1815.00 ,CarryForward ,HO ,0.05 - 39.55 , , ,8112.50 ,550 ,1 , ,0.00 ,1815.00 ,8112.50 ,OTM , , , ,NORMAL , , , , ,
NSE ,146794 ,ALL ,S1687 ,SANJAYKUMAR NIRMALKUMAR PACHERIWALA ,Options ,OPTSTK ,TATAPOWER ,29AUG2024 ,420.00 ,PE ,TATAPOWER24AUG420PE , , , , , ,1350 ,1 , ,28012.50 ,20.75 ,-1350 ,-1 , ,28012.50 ,20.75 ,23.25 ,-31387.50 ,-3375.00 ,CarryForward ,HO ,0.05 - 36.90 , , ,28012.50 ,1350 ,1 , ,0.00 ,-3375.00 ,28012.50 ,ITM , , , ,NORMAL , , , , ,
NSE ,86248 ,ALL ,M634 ,MOHAN LAL AGARWAL HUF ,Options ,OPTSTK ,TATASTEEL ,29AUG2024 ,170.00 ,PE ,TATASTEEL24AUG170PE , , , , , ,5500 ,1 , ,70950.00 ,12.90 ,-5500 ,-1 , ,70950.00 ,12.90 ,14.60 ,-80300.00 ,-9350.00 ,CarryForward ,HO ,0.05 - 28.70 , , ,70950.00 ,5500 ,1 , ,0.00 ,-9350.00 ,70950.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,145008 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,TECHM ,25JUL2024 ,1372.00 ,CE ,TECHM24JUL1372CE ,600 ,1 , ,75600.00 ,126.00 , , , , , ,600 ,1 , ,-75600.00 ,126.00 ,119.05 ,71430.00 ,-4170.00 ,CarryForward ,HO ,67.40 - 213.30 , , ,75600.00 ,600 ,1 , ,0.00 ,-4170.00 ,-75600.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,145008 ,ALL ,A936 ,ANISHA ESTATE AND FINANCE PRIVATE LTD ,Options ,OPTSTK ,TECHM ,25JUL2024 ,1372.00 ,CE ,TECHM24JUL1372CE ,600 ,1 , ,75660.00 ,126.10 , , , , , ,600 ,1 , ,-75660.00 ,126.10 ,119.05 ,71430.00 ,-4230.00 ,CarryForward ,HO ,67.40 - 213.30 , , ,75660.00 ,600 ,1 , ,0.00 ,-4230.00 ,-75660.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,145009 ,ALL ,A936 ,ANISHA ESTATE AND FINANCE PRIVATE LTD ,Options ,OPTSTK ,TECHM ,25JUL2024 ,1372.00 ,PE ,TECHM24JUL1372PE ,1200 ,2 , ,2070.00 ,1.73 , , , , , ,1200 ,2 , ,-2070.00 ,1.73 ,2.75 ,3300.00 ,1230.00 ,CarryForward ,HO ,0.05 - 21.95 , , ,2070.00 ,1200 ,2 , ,0.00 ,1230.00 ,-2070.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,145008 ,ALL ,S1687 ,SANJAYKUMAR NIRMALKUMAR PACHERIWALA ,Options ,OPTSTK ,TECHM ,25JUL2024 ,1372.00 ,CE ,TECHM24JUL1372CE ,600 ,1 , ,75600.00 ,126.00 , , , , , ,600 ,1 , ,-75600.00 ,126.00 ,119.05 ,71430.00 ,-4170.00 ,CarryForward ,HO ,67.40 - 213.30 , , ,75600.00 ,600 ,1 , ,0.00 ,-4170.00 ,-75600.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,147312 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,TECHM ,29AUG2024 ,1412.00 ,PE ,TECHM24AUG1412PE , , , , , ,1200 ,2 , ,31200.00 ,26.00 ,-1200 ,-2 , ,31200.00 ,26.00 ,27.00 ,-32400.00 ,-1200.00 ,CarryForward ,HO ,1.95 - 41.95 , , ,31200.00 ,1200 ,2 , ,0.00 ,-1200.00 ,31200.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,147312 ,ALL ,A936 ,ANISHA ESTATE AND FINANCE PRIVATE LTD ,Options ,OPTSTK ,TECHM ,29AUG2024 ,1412.00 ,PE ,TECHM24AUG1412PE , , , , , ,600 ,1 , ,15600.00 ,26.00 ,-600 ,-1 , ,15600.00 ,26.00 ,27.00 ,-16200.00 ,-600.00 ,CarryForward ,HO ,1.95 - 41.95 , , ,15600.00 ,600 ,1 , ,0.00 ,-600.00 ,15600.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,147312 ,ALL ,S1687 ,SANJAYKUMAR NIRMALKUMAR PACHERIWALA ,Options ,OPTSTK ,TECHM ,29AUG2024 ,1412.00 ,PE ,TECHM24AUG1412PE , , , , , ,600 ,1 , ,15450.00 ,25.75 ,-600 ,-1 , ,15450.00 ,25.75 ,27.00 ,-16200.00 ,-750.00 ,CarryForward ,HO ,1.95 - 41.95 , , ,15450.00 ,600 ,1 , ,0.00 ,-750.00 ,15450.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,147317 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,TECHM ,29AUG2024 ,1472.00 ,CE ,TECHM24AUG1472CE , , , , , ,600 ,1 , ,50400.00 ,84.00 ,-600 ,-1 , ,50400.00 ,84.00 ,78.65 ,-47190.00 ,3210.00 ,CarryForward ,HO ,51.15 - 146.85 , , ,50400.00 ,600 ,1 , ,0.00 ,3210.00 ,50400.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,145018 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,TECHM ,25JUL2024 ,1472.00 ,CE ,TECHM24JUL1472CE ,600 ,1 , ,29250.00 ,48.75 , , , , , ,600 ,1 , ,-29250.00 ,48.75 ,32.65 ,19590.00 ,-9660.00 ,CarryForward ,HO ,0.05 - 107.65 , , ,29250.00 ,600 ,1 , ,0.00 ,-9660.00 ,-29250.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,147317 ,ALL ,A936 ,ANISHA ESTATE AND FINANCE PRIVATE LTD ,Options ,OPTSTK ,TECHM ,29AUG2024 ,1472.00 ,CE ,TECHM24AUG1472CE , , , , , ,600 ,1 , ,50400.00 ,84.00 ,-600 ,-1 , ,50400.00 ,84.00 ,78.65 ,-47190.00 ,3210.00 ,CarryForward ,HO ,51.15 - 146.85 , , ,50400.00 ,600 ,1 , ,0.00 ,3210.00 ,50400.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,145018 ,ALL ,A936 ,ANISHA ESTATE AND FINANCE PRIVATE LTD ,Options ,OPTSTK ,TECHM ,25JUL2024 ,1472.00 ,CE ,TECHM24JUL1472CE ,600 ,1 , ,28860.00 ,48.10 , , , , , ,600 ,1 , ,-28860.00 ,48.10 ,32.65 ,19590.00 ,-9270.00 ,CarryForward ,HO ,0.05 - 107.65 , , ,28860.00 ,600 ,1 , ,0.00 ,-9270.00 ,-28860.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,147317 ,ALL ,S1687 ,SANJAYKUMAR NIRMALKUMAR PACHERIWALA ,Options ,OPTSTK ,TECHM ,29AUG2024 ,1472.00 ,CE ,TECHM24AUG1472CE , , , , , ,600 ,1 , ,49800.00 ,83.00 ,-600 ,-1 , ,49800.00 ,83.00 ,78.65 ,-47190.00 ,2610.00 ,CarryForward ,HO ,51.15 - 146.85 , , ,49800.00 ,600 ,1 , ,0.00 ,2610.00 ,49800.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,145018 ,ALL ,S1687 ,SANJAYKUMAR NIRMALKUMAR PACHERIWALA ,Options ,OPTSTK ,TECHM ,25JUL2024 ,1472.00 ,CE ,TECHM24JUL1472CE ,600 ,1 , ,28860.00 ,48.10 , , , , , ,600 ,1 , ,-28860.00 ,48.10 ,32.65 ,19590.00 ,-9270.00 ,CarryForward ,HO ,0.05 - 107.65 , , ,28860.00 ,600 ,1 , ,0.00 ,-9270.00 ,-28860.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,147327 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,TECHM ,29AUG2024 ,1572.00 ,CE ,TECHM24AUG1572CE , , , , , ,600 ,1 , ,26100.00 ,43.50 ,-600 ,-1 , ,26100.00 ,43.50 ,40.00 ,-24000.00 ,2100.00 ,CarryForward ,HO ,19.60 - 79.30 , , ,26100.00 ,600 ,1 , ,0.00 ,2100.00 ,26100.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,147327 ,ALL ,A936 ,ANISHA ESTATE AND FINANCE PRIVATE LTD ,Options ,OPTSTK ,TECHM ,29AUG2024 ,1572.00 ,CE ,TECHM24AUG1572CE , , , , , ,600 ,1 , ,26940.00 ,44.90 ,-600 ,-1 , ,26940.00 ,44.90 ,40.00 ,-24000.00 ,2940.00 ,CarryForward ,HO ,19.60 - 79.30 , , ,26940.00 ,600 ,1 , ,0.00 ,2940.00 ,26940.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,147327 ,ALL ,S1687 ,SANJAYKUMAR NIRMALKUMAR PACHERIWALA ,Options ,OPTSTK ,TECHM ,29AUG2024 ,1572.00 ,CE ,TECHM24AUG1572CE , , , , , ,600 ,1 , ,26400.00 ,44.00 ,-600 ,-1 , ,26400.00 ,44.00 ,40.00 ,-24000.00 ,2400.00 ,CarryForward ,HO ,19.60 - 79.30 , , ,26400.00 ,600 ,1 , ,0.00 ,2400.00 ,26400.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,154341 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,TITAN ,29AUG2024 ,3500.00 ,CE ,TITAN24AUG3500CE , , , , , ,175 ,1 , ,6798.75 ,38.85 ,-175 ,-1 , ,6798.75 ,38.85 ,36.70 ,-6422.50 ,376.25 ,CarryForward ,HO ,2.80 - 76.20 , , ,6798.75 ,175 ,1 , ,0.00 ,376.25 ,6798.75 ,OTM , , , ,NORMAL , , , , ,
NSE ,147403 ,ALL ,A936 ,ANISHA ESTATE AND FINANCE PRIVATE LTD ,Options ,OPTSTK ,TITAN ,25JUL2024 ,3500.00 ,CE ,TITAN24JUL3500CE ,700 ,4 , ,2975.00 ,4.25 , , , , , ,700 ,4 , ,-2975.00 ,4.25 ,4.20 ,2940.00 ,-35.00 ,CarryForward ,HO ,0.05 - 25.05 , , ,2975.00 ,700 ,4 , ,0.00 ,-35.00 ,-2975.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,154341 ,ALL ,A936 ,ANISHA ESTATE AND FINANCE PRIVATE LTD ,Options ,OPTSTK ,TITAN ,29AUG2024 ,3500.00 ,CE ,TITAN24AUG3500CE , , , , , ,525 ,3 , ,20282.50 ,38.63 ,-525 ,-3 , ,20282.50 ,38.63 ,36.70 ,-19267.50 ,1015.00 ,CarryForward ,HO ,2.80 - 76.20 , , ,20282.50 ,525 ,3 , ,0.00 ,1015.00 ,20282.50 ,OTM , , , ,NORMAL , , , , ,
